@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {chainsaw,Axe,not}

@DATA
0.193718,0.112084,3.268670,0.238698,0.171546,1.877849,0.001589,0.289025,-21.800471,0.370117,-0.296047,-0.338034,0.010854,0.026746,-0.195040,-0.253359,-0.296702,0.077505,-0.020808,0.083728,0.155591,0.002591,0.001505,0.002203,0.003450,0.007239,0.018981,0.010946,0.002618,0.004790,0.005080,0.003336,0.002621,0.007427,-0.000279,-0.000361,0.000057,-0.000144,-0.000040,-0.000658,0.000005,-0.000191,-0.000623,0.004239,-0.001781,-0.004154,-0.002779,-0.001840,-0.002005,-0.004215,-0.003458,-0.004478,0.002302,0.002772,0.001656,0.000003,-0.000003,0.000010,-0.000027,0.000021,0.000316,0.000010,0.000002,0.000006,-0.000026,-0.000006,-0.000031,0.000083,0.014038,0.018571,0.033406,0.011575,0.007292,0.105971,0.000338,0.027791,0.356602,0.365639,0.223455,0.245360,0.249570,0.205819,0.202851,0.224162,0.194095,0.168440,0.170391,0.160621,0.186993,0.001853,0.001326,0.001378,0.002384,0.005681,0.013508,0.009601,0.002688,0.004344,0.004005,0.003105,0.002276,0.003196,0.012024,0.016411,0.040101,0.011092,0.009089,0.119838,0.000411,0.028181,0.353240,0.315520,0.250668,0.244079,0.265875,0.216026,0.242911,0.245307,0.241290,0.200430,0.192804,0.186280,0.214885,0.002384,0.001816,0.001762,0.002334,0.006364,0.013521,0.010344,0.003550,0.005601,0.004854,0.002746,0.003028,0.003489,chainsaw
0.125029,0.005631,3.182586,0.178223,0.169342,1.194359,0.002301,0.209079,-26.120644,0.914488,-0.328396,0.116730,0.025551,0.127874,0.101684,-0.019578,-0.093881,-0.030583,-0.043434,0.043761,0.032150,0.008331,0.005280,0.020049,0.011322,0.013003,0.006723,0.020051,0.006509,0.011156,0.008579,0.021093,0.006210,0.009665,0.000449,-0.000008,0.000402,0.000315,0.000066,0.005550,0.000019,0.000794,-0.012094,-0.006699,0.001085,0.001128,0.004266,-0.000242,0.002772,-0.000764,-0.001056,-0.001519,-0.001733,0.000493,-0.000030,-0.000041,-0.000080,-0.000097,0.000035,-0.000016,-0.000046,-0.000015,0.000110,-0.000207,-0.000157,-0.000155,-0.000027,-0.000040,0.026418,0.005314,0.186660,0.023358,0.013473,0.314918,0.000758,0.059241,0.884324,0.330885,0.292803,0.218997,0.202883,0.177779,0.188852,0.197375,0.176460,0.161128,0.154692,0.167073,0.147268,0.005181,0.003801,0.011553,0.008095,0.007350,0.004218,0.010859,0.005469,0.007503,0.005422,0.011944,0.006075,0.004068,0.022379,0.002789,0.267178,0.023557,0.016291,0.280111,0.000781,0.064207,0.719125,0.335467,0.326800,0.261690,0.239634,0.213503,0.226974,0.264299,0.228224,0.213391,0.197113,0.207402,0.202281,0.007191,0.005633,0.014701,0.009932,0.009047,0.006092,0.013810,0.007389,0.008583,0.007149,0.014657,0.007844,0.004678,chainsaw
0.108378,0.035264,3.199467,0.159833,0.153254,1.140720,0.002183,0.172597,-22.655822,0.419513,-0.839916,-0.149758,0.367550,0.091082,0.256187,-0.152204,-0.023349,0.193909,0.067475,0.027070,-0.247255,0.007107,0.004832,0.008081,0.005661,0.007781,0.007254,0.011723,0.012725,0.013489,0.009631,0.016418,0.004674,0.008831,0.000097,-0.000042,0.001105,0.000093,0.000088,0.000697,0.000012,0.000049,-0.011726,0.003931,-0.000435,-0.001965,0.001995,-0.000267,0.004015,0.004605,0.001329,-0.001225,-0.000582,-0.002306,-0.002745,-0.000006,0.000015,0.000023,0.000043,0.000033,-0.000028,-0.000008,-0.000129,0.000052,0.000071,0.000038,0.000023,-0.000030,0.011062,0.009331,0.064292,0.009071,0.011621,0.135862,0.000602,0.022147,0.498496,0.289796,0.255674,0.190944,0.221121,0.180785,0.175313,0.177674,0.169203,0.211359,0.160172,0.170893,0.154493,0.004654,0.003717,0.005079,0.005938,0.004327,0.005025,0.007328,0.011026,0.011192,0.007656,0.013291,0.003363,0.004025,0.011651,0.005485,0.083534,0.009524,0.014918,0.132625,0.000602,0.021366,0.309490,0.244685,0.233602,0.228395,0.216785,0.195257,0.221315,0.206919,0.218042,0.217578,0.170719,0.188504,0.169156,0.005436,0.004888,0.005739,0.008270,0.006034,0.007434,0.010427,0.014106,0.013882,0.011054,0.014295,0.004835,0.005040,chainsaw
0.080997,0.132012,3.262182,0.124332,0.135805,0.780060,0.002604,0.106281,-20.239425,0.106740,-0.127690,0.184272,-0.110674,0.379222,0.005753,0.238504,-0.362038,0.511210,-0.208120,-0.162779,0.325620,0.004156,0.002880,0.012560,0.013440,0.013936,0.008507,0.012190,0.006122,0.006405,0.005718,0.005554,0.004291,0.007957,-0.000094,-0.000708,-0.001416,0.000041,0.000214,0.000610,0.000030,0.000010,-0.007699,0.004711,0.011938,0.004774,0.005160,-0.008218,-0.013764,-0.006719,0.000487,0.000763,-0.004160,-0.009050,-0.005194,-0.000002,-0.000044,-0.000202,0.000456,0.000016,-0.000079,-0.000007,-0.000061,0.000032,-0.000044,0.000411,-0.000030,0.000063,0.006131,0.029036,0.031675,0.007832,0.014159,0.112880,0.000672,0.004353,0.317576,0.243322,0.233731,0.181817,0.155457,0.178212,0.182930,0.168842,0.144389,0.159385,0.181310,0.171664,0.146525,0.002514,0.002132,0.008243,0.011590,0.007576,0.005611,0.006667,0.005209,0.005200,0.004842,0.004912,0.004579,0.002310,0.006424,0.025313,0.038654,0.009821,0.018639,0.122093,0.000846,0.004897,0.303242,0.260980,0.218364,0.199437,0.139469,0.178371,0.202707,0.177327,0.190551,0.182930,0.159101,0.193932,0.170621,0.002882,0.002049,0.006110,0.008499,0.007257,0.006509,0.006628,0.006581,0.005709,0.005637,0.004801,0.004433,0.002284,chainsaw
0.086003,0.061823,3.301289,0.203626,0.201105,1.092368,0.001570,0.144501,-21.475250,0.270134,-0.246508,0.116763,0.290243,0.508160,-0.152175,-0.294225,-0.161740,-0.001734,-0.122982,-0.093179,-0.421488,0.030756,0.002412,0.007989,0.003114,0.005697,0.008335,0.005930,0.004261,0.006266,0.017850,0.038342,0.004728,0.016846,0.000123,-0.000107,-0.000338,0.000029,-0.000030,-0.002293,0.000036,-0.000009,-0.006822,-0.002163,0.000112,0.000699,0.001070,0.003723,0.005644,0.001605,0.003868,0.000644,0.003395,0.001411,0.004573,0.000004,-0.000063,0.000027,0.000000,-0.000045,-0.000080,0.000070,0.001060,0.000034,-0.000091,-0.000484,0.000012,0.000143,0.006850,0.008342,0.010636,0.006990,0.006542,0.092132,0.000726,0.014749,0.299926,0.308255,0.162284,0.191787,0.164880,0.178281,0.188910,0.170086,0.161080,0.167846,0.155595,0.153456,0.140953,0.020413,0.001933,0.008104,0.003703,0.005029,0.007532,0.004542,0.006510,0.004938,0.018110,0.014848,0.006321,0.004808,0.009622,0.005745,0.013294,0.008159,0.007889,0.075964,0.000837,0.015923,0.251850,0.203614,0.166332,0.178360,0.191065,0.189377,0.224104,0.224999,0.183897,0.167976,0.174943,0.153010,0.168365,0.009468,0.002036,0.008370,0.005288,0.005135,0.008016,0.005273,0.006345,0.005615,0.016379,0.011205,0.007380,0.004458,chainsaw
0.060592,0.000629,3.014188,0.156734,0.200764,0.443357,0.005745,0.053230,-36.486278,1.910201,-0.069041,-0.175570,0.265600,-0.102304,0.024393,0.298631,-0.084397,0.235204,-0.033715,0.130470,0.046576,0.007202,0.003972,0.075695,0.007693,0.018584,0.006943,0.113076,0.002057,0.005262,0.008427,0.042205,0.005316,0.040245,0.000211,0.000000,-0.000796,0.000729,0.001006,0.000684,0.000021,0.000163,0.065537,0.011300,-0.001785,-0.000074,0.001258,-0.000859,-0.000041,0.000898,-0.001196,0.000716,0.000461,0.000761,0.001009,0.000011,0.000019,0.000822,0.000039,-0.000739,0.000014,0.000555,0.000004,0.000027,0.000014,0.000105,0.000004,0.000022,0.021043,0.002697,0.335865,0.022561,0.021117,0.205114,0.005851,0.037069,2.818301,0.465590,0.323923,0.246748,0.246802,0.177248,0.179719,0.172536,0.176672,0.158880,0.156944,0.136764,0.160808,0.004447,0.003292,0.048451,0.005692,0.015236,0.005662,0.063008,0.001921,0.004437,0.005825,0.028166,0.004627,0.014125,0.024146,0.003890,0.428873,0.022664,0.023813,0.220457,0.005810,0.038348,2.766790,0.519190,0.340427,0.265546,0.273519,0.217033,0.216506,0.218380,0.197718,0.214134,0.222537,0.194875,0.193822,0.006262,0.004428,0.060508,0.008018,0.015475,0.007300,0.083520,0.002723,0.006096,0.008218,0.037031,0.006095,0.018909,Axe
0.066965,0.000538,2.982027,0.168811,0.206429,0.518324,0.006370,0.060104,-36.835370,1.739569,-0.019191,-0.129051,0.260663,-0.076843,0.021974,0.286472,-0.069522,0.211006,-0.026469,0.121442,0.042739,0.006269,0.003874,0.070394,0.006851,0.026225,0.006265,0.107679,0.001989,0.004722,0.008199,0.036539,0.004715,0.039063,0.000259,0.000000,-0.001811,0.000794,0.001018,-0.000704,0.000018,0.000204,0.067503,0.009949,-0.000744,-0.000815,0.001705,-0.001714,0.000491,0.002231,0.000046,0.000412,0.000143,0.001532,0.000387,0.000033,0.000029,0.000738,0.000044,-0.000803,0.000014,0.000324,0.000008,0.000016,0.000016,0.000443,0.000024,-0.000006,0.026380,0.002313,0.350771,0.031042,0.024528,0.277347,0.008374,0.057920,3.047081,0.530238,0.338840,0.246991,0.248812,0.170330,0.174144,0.167780,0.178552,0.167842,0.159117,0.136360,0.164251,0.004097,0.003413,0.045324,0.004725,0.016182,0.005029,0.059353,0.001723,0.003743,0.005670,0.026708,0.004158,0.013897,0.026167,0.003441,0.423611,0.030886,0.027278,0.270204,0.012099,0.061240,2.699884,0.510467,0.346191,0.259821,0.279504,0.197294,0.203209,0.237438,0.213973,0.231576,0.228576,0.183923,0.210145,0.005876,0.004186,0.060867,0.006534,0.016660,0.006778,0.078793,0.002462,0.004793,0.008140,0.035492,0.005568,0.018417,Axe
0.054195,0.000718,2.979807,0.146760,0.188011,0.439949,0.007830,0.052164,-36.348218,1.771488,-0.044519,-0.115671,0.249970,-0.076680,0.012924,0.302310,-0.068450,0.200007,-0.025281,0.115776,0.041321,0.006524,0.004084,0.070119,0.007881,0.027415,0.006068,0.106803,0.002017,0.004511,0.007770,0.037916,0.004751,0.039384,0.000206,0.000000,-0.001490,0.000705,0.000983,-0.000306,0.000016,0.000127,0.071095,0.010838,0.000655,0.000551,0.001058,-0.001497,0.001037,0.001840,0.001455,-0.000578,-0.001000,0.001173,0.000705,0.000015,0.000023,0.000927,0.000026,-0.000815,0.000021,0.000539,0.000004,0.000022,0.000027,0.000245,0.000019,0.000046,0.020560,0.002945,0.420480,0.032455,0.029165,0.248901,0.016901,0.045096,3.318357,0.546825,0.348013,0.276439,0.264934,0.155387,0.204051,0.157261,0.179146,0.159210,0.157522,0.136895,0.152611,0.004368,0.003811,0.048723,0.006289,0.015816,0.004316,0.057046,0.001787,0.003627,0.005252,0.025343,0.004438,0.014131,0.021269,0.004099,0.499676,0.028739,0.026443,0.259389,0.024185,0.050936,2.738628,0.571577,0.371774,0.290875,0.291671,0.188142,0.231749,0.217106,0.222019,0.211917,0.211294,0.187354,0.191844,0.005742,0.005457,0.063188,0.008908,0.015191,0.005432,0.074383,0.002470,0.004887,0.007555,0.032501,0.005861,0.018478,Axe
0.016904,0.000676,2.838579,0.039353,0.038421,0.204717,0.005888,0.021404,-47.997755,0.072155,-0.049809,0.090847,0.035900,0.036944,0.028179,0.030746,-0.004040,0.013807,0.023312,0.027950,-0.001853,0.000831,0.000711,0.006333,0.001034,0.140794,0.001292,0.009412,0.000604,0.000814,0.001094,0.004133,0.000595,0.041283,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,0.000000,0.028568,0.002889,0.150840,0.057480,0.057316,0.270470,0.020289,0.044541,4.706294,0.147718,0.129198,0.154866,0.115882,0.091816,0.079886,0.066891,0.083405,0.070923,0.061408,0.069274,0.039982,0.001513,0.001293,0.010054,0.001969,0.037376,0.002700,0.015933,0.001293,0.001599,0.002009,0.006988,0.001129,0.008297,0.019661,0.004260,0.184413,0.043764,0.043461,0.192195,0.028465,0.037093,2.827707,0.158261,0.163314,0.094644,0.126113,0.091104,0.109568,0.076922,0.120438,0.094480,0.066349,0.067997,0.055927,0.001650,0.001244,0.008014,0.001742,0.020783,0.003372,0.015048,0.001629,0.001277,0.001339,0.006307,0.001049,0.006053,Axe
0.221020,0.001026,2.844160,0.267713,0.204495,1.801496,0.001495,0.309993,-38.326012,0.520614,0.005849,0.130261,0.051562,0.067309,0.079719,0.098182,0.056781,0.127685,-0.020130,-0.003781,-0.022240,0.006610,0.004047,0.014185,0.005642,0.013476,0.005115,0.010607,0.003031,0.004676,0.007823,0.012658,0.004097,0.006799,-0.009458,-0.000000,-0.023021,0.001811,0.001337,-0.051983,0.000058,0.000000,-0.179546,-0.007491,-0.011736,-0.010522,-0.004718,-0.008760,-0.009512,-0.011256,-0.009471,0.003617,0.002682,0.006196,0.004830,-0.000141,-0.000164,-0.000480,-0.000062,0.004314,-0.000081,-0.000668,-0.000014,-0.000081,-0.000241,-0.000502,-0.000003,0.001040,0.062575,0.003342,0.564554,0.044780,0.017854,0.522423,0.000847,0.105799,3.713484,0.533738,0.348229,0.302462,0.242954,0.213470,0.231760,0.214643,0.206282,0.181378,0.179119,0.168455,0.131022,0.004755,0.003537,0.008373,0.004906,0.010714,0.004521,0.006289,0.002074,0.003946,0.005033,0.006954,0.003223,0.003417,0.053156,0.003986,0.587454,0.036195,0.016056,0.440370,0.000761,0.089935,2.962964,0.572893,0.405271,0.359692,0.330269,0.276692,0.305665,0.258777,0.290537,0.248249,0.233770,0.232446,0.173224,0.005419,0.004116,0.010985,0.006211,0.010977,0.005635,0.008118,0.002607,0.004495,0.006036,0.009955,0.003933,0.003697,Axe
0.145232,0.000558,3.151334,0.207893,0.189422,1.440842,0.001733,0.260212,-31.364036,1.294371,0.163487,-0.121158,-0.275471,0.097636,-0.076459,0.039733,0.012704,0.076346,0.023883,0.031028,0.009893,0.012174,0.005615,0.020577,0.009451,0.013458,0.009910,0.022096,0.003311,0.008286,0.012647,0.018302,0.007690,0.009268,-0.000021,-0.000000,-0.000026,-0.000012,0.000010,-0.000588,0.000006,-0.000178,-0.010307,0.000598,0.000976,0.002007,0.001937,0.001099,-0.000113,0.000743,0.000339,0.001245,0.000073,0.000293,0.000471,0.000016,-0.000007,0.000097,-0.000000,-0.000035,0.000037,0.000105,0.000001,-0.000004,-0.000117,-0.000007,0.000002,0.000017,0.026164,0.002022,0.285669,0.023112,0.011471,0.308442,0.000621,0.069157,1.390024,0.328851,0.332029,0.227890,0.179725,0.198135,0.184034,0.160098,0.163803,0.164745,0.152889,0.158997,0.146992,0.008353,0.003871,0.013155,0.006021,0.006983,0.005863,0.012455,0.002690,0.005701,0.008246,0.010127,0.005951,0.003871,0.028427,0.002756,0.353119,0.022548,0.012633,0.329621,0.000642,0.069086,1.269027,0.401756,0.412221,0.285116,0.233388,0.269321,0.241066,0.219177,0.226505,0.206748,0.202234,0.216334,0.194372,0.011604,0.005766,0.017821,0.008611,0.009659,0.008168,0.016745,0.003729,0.007816,0.011513,0.014397,0.008275,0.005000,Axe
0.091717,0.001006,3.097439,0.147858,0.146296,1.025864,0.003171,0.153816,-29.772102,0.772618,-0.069068,0.004107,-0.068817,-0.183112,-0.166965,-0.158821,-0.189309,-0.097420,-0.058186,-0.039519,-0.038593,0.009912,0.005780,0.026397,0.011293,0.012463,0.011047,0.037861,0.004880,0.007859,0.010903,0.014900,0.004886,0.014019,0.000365,-0.000098,0.006401,0.000016,0.000118,-0.000609,0.000011,-0.000113,-0.037663,-0.000299,-0.006457,-0.005355,-0.002738,-0.003285,-0.002063,-0.002060,-0.001793,0.000816,0.002738,-0.000145,0.001415,0.000001,0.000004,-0.000050,-0.000029,0.000029,0.000111,-0.000041,0.000048,0.000030,-0.000175,-0.000135,0.000001,-0.000028,0.020967,0.003139,0.324372,0.017021,0.013697,0.284730,0.002621,0.045049,1.291365,0.469062,0.494201,0.363490,0.337912,0.246856,0.212053,0.221954,0.195661,0.188656,0.166378,0.174105,0.161405,0.007384,0.004727,0.026239,0.009512,0.010375,0.008417,0.043341,0.004236,0.006189,0.007850,0.012803,0.003502,0.012836,0.018365,0.003926,0.400696,0.020684,0.018154,0.322510,0.002428,0.057114,1.271787,0.497630,0.405246,0.308035,0.292994,0.273207,0.237896,0.255598,0.221585,0.233813,0.204653,0.245692,0.215066,0.009780,0.005516,0.030095,0.012311,0.014372,0.010617,0.049265,0.005351,0.007593,0.010377,0.016786,0.004221,0.012452,Axe
0.012375,0.000607,2.832497,0.098177,0.166680,0.047663,0.020719,0.005014,-37.842387,1.548614,-0.057000,0.160332,0.262041,0.391776,0.187859,0.001371,0.043598,0.113156,0.163641,0.134501,-0.023888,0.000780,0.000555,0.021638,0.000582,0.118503,0.000888,0.092357,0.000881,0.000832,0.000712,0.005385,0.000431,0.048513,0.000000,-0.000000,-0.000000,0.000005,0.000051,0.000000,-0.000580,-0.000000,0.003067,-0.000121,-0.000467,-0.000683,0.000095,0.000305,0.000187,-0.000281,-0.000028,-0.000362,-0.000062,-0.000034,0.000045,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.010774,0.001656,0.356180,0.022729,0.030012,0.053962,0.031962,0.008872,3.262363,0.375281,0.273924,0.180948,0.221721,0.223871,0.185019,0.110700,0.155881,0.143464,0.126537,0.131564,0.114604,0.001503,0.001599,0.023665,0.001163,0.037833,0.002323,0.074225,0.001937,0.002250,0.001139,0.006425,0.000971,0.012961,0.014232,0.002385,0.433804,0.021591,0.029004,0.057699,0.051047,0.010220,3.026078,0.396799,0.349436,0.216965,0.235298,0.260442,0.237517,0.141980,0.205987,0.186556,0.178678,0.173796,0.161530,0.001727,0.002157,0.031798,0.001534,0.043181,0.003030,0.089246,0.002532,0.003060,0.001346,0.008397,0.001320,0.016991,Axe
0.064539,0.000881,2.893737,0.185708,0.190572,0.621543,0.013800,0.104774,-37.186658,1.328583,0.337578,0.435099,0.247494,0.227931,0.180710,0.140626,0.112887,0.150820,0.075926,0.061651,0.091544,0.003626,0.000895,0.269389,0.002168,0.010949,0.001641,0.050186,0.000824,0.001155,0.003130,0.021901,0.001023,0.077310,0.000342,-0.000000,-0.002529,0.001704,0.001506,-0.000030,-0.000005,0.000005,0.064207,0.005785,0.001898,-0.000066,-0.001759,-0.000443,0.001683,0.001856,0.001928,0.000733,0.000659,-0.001612,0.000285,-0.000014,0.000003,0.003400,-0.000008,-0.001181,0.000003,0.000015,0.000002,0.000001,0.000004,-0.000017,0.000003,0.000609,0.065180,0.002856,0.409511,0.060895,0.021890,0.612386,0.031852,0.145252,3.973127,0.734844,0.407298,0.353160,0.222343,0.235485,0.155758,0.162742,0.155111,0.175180,0.173631,0.151407,0.153920,0.006555,0.001368,0.135267,0.003177,0.013972,0.002438,0.038531,0.001573,0.001609,0.004843,0.025966,0.001741,0.033363,0.066059,0.003378,0.538202,0.054265,0.027503,0.563366,0.044921,0.141444,3.263531,0.729550,0.476188,0.372845,0.250928,0.302350,0.228561,0.222275,0.222678,0.259316,0.214075,0.213032,0.234614,0.007769,0.001611,0.129207,0.003690,0.015648,0.002591,0.050426,0.001975,0.001740,0.005151,0.028158,0.002023,0.030764,Axe
0.084535,0.005075,2.960256,0.167071,0.183925,0.718849,0.007806,0.106471,-35.401311,1.612675,-0.277506,0.163046,0.054285,0.000605,-0.027331,0.003896,0.031775,0.083279,0.080899,0.111042,0.053974,0.007590,0.003536,0.034611,0.009368,0.027668,0.016784,0.080778,0.002735,0.006709,0.009586,0.033650,0.004241,0.029206,0.001920,-0.000000,-0.006566,0.002317,0.001944,0.011221,0.000020,-0.000104,0.034211,0.002759,-0.001371,0.001459,0.002485,0.004857,0.000672,-0.000697,-0.000923,0.000142,-0.001183,-0.001933,-0.002528,0.000106,-0.000017,0.000116,0.000042,-0.001055,0.000005,0.000833,0.000027,0.000027,-0.000135,0.000234,0.000007,-0.000188,0.038894,0.018182,0.258484,0.039759,0.021339,0.442071,0.017175,0.095290,4.940240,0.694324,0.382168,0.259811,0.267475,0.223184,0.171460,0.214564,0.202125,0.174372,0.168707,0.137759,0.135810,0.005880,0.002726,0.027347,0.007974,0.027584,0.018926,0.061674,0.002800,0.005806,0.007174,0.030509,0.003883,0.015914,0.039706,0.024074,0.354305,0.042528,0.026299,0.461229,0.023681,0.093407,2.994010,0.701982,0.412123,0.324111,0.335251,0.315497,0.226939,0.260356,0.232324,0.246846,0.253040,0.186227,0.191325,0.007493,0.003721,0.034085,0.010559,0.027382,0.023668,0.067350,0.003691,0.007889,0.010071,0.038210,0.005574,0.018340,Axe
